filepath,label,tx,ty,tz,qx,qy,qz,qw
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_left_view.png,morobot-s_Linearachse_yellow,-181,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_left_view.png,morobot-s_Achse-1A_gray,-252,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_left_view.png,morobot-s_Zahnrad_yellow,-58,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_left_view.png,morobot-s_Achse-2A_gray,-310,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_left_view.png,morobot-s_Achse-1B_yellow,-252,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_left_view.png,morobot-s_Achse-1A_yellow,-252,0,0,0.0,0.7071067811865475,0.0,0.7071067811865475
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_right_view.png,morobot-s_Achse-1A_gray,252,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_right_view.png,morobot-s_Linearachse_yellow,181,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_right_view.png,morobot-s_Zahnrad_yellow,58,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_right_view.png,morobot-s_Achse-1A_yellow,252,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_right_view.png,morobot-s_Achse-1B_yellow,252,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_right_view.png,morobot-s_Achse-2A_gray,310,0,0,0.0,0.7071067811865475,0.0,-0.7071067811865475
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_top_view.png,morobot-s_Linearachse_yellow,0,181,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_top_view.png,morobot-s_Achse-1A_gray,0,252,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_top_view.png,morobot-s_Zahnrad_yellow,0,58,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_top_view.png,morobot-s_Achse-1A_yellow,0,252,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_top_view.png,morobot-s_Achse-1B_yellow,0,252,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_top_view.png,morobot-s_Achse-2A_gray,0,310,0,0.7071067811865475,0.0,0.0,0.7071067811865475
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_bottom_view.png,morobot-s_Achse-1A_gray,0,-252,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_bottom_view.png,morobot-s_Linearachse_yellow,0,-181,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_bottom_view.png,morobot-s_Zahnrad_yellow,0,-58,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_bottom_view.png,morobot-s_Achse-1A_yellow,0,-252,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_bottom_view.png,morobot-s_Achse-2A_gray,0,-310,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_bottom_view.png,morobot-s_Achse-1B_yellow,0,-252,0,0.7071067811865475,0.0,0.0,-0.7071067811865475
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0000.png,morobot-s_Achse-1A_gray,27.117613299581972,-30.440873082414814,232.9201229555773,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.013035295948574808
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0000.png,morobot-s_Linearachse_yellow,7.573819290979159,-17.108698672467945,152.10157744884737,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.013035295948574808
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0000.png,morobot-s_Zahnrad_yellow,1.0311086310183253,-5.201664303557484,59.48026617670967,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.013035295948574808
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0000.png,morobot-s_Achse-1A_yellow,27.117613299581972,-30.440873082414814,232.9201229555773,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.013035295948574808
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0000.png,morobot-s_Achse-2A_gray,14.391307152872251,-34.25430264020491,262.63005331760866,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.013035295948574808
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0000.png,morobot-s_Achse-1B_yellow,27.965791325182686,-29.839068798822623,234.20057631565993,-0.1838854783633531,0.980401005123455,0.06949878459032988,-0.01303529594857481
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0001.png,morobot-s_Achse-1A_gray,-36.0668586210085,25.680409100946,228.22468947278037,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0001.png,morobot-s_Linearachse_yellow,-33.77302051139931,19.61611034161698,149.02896593347498,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0001.png,morobot-s_Zahnrad_yellow,-15.28129547786969,9.28722839834679,58.26804098736173,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0001.png,morobot-s_Achse-1A_yellow,-36.0668586210085,25.680409100946,228.22468947278037,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0001.png,morobot-s_Achse-1B_yellow,-35.3071918117067,26.36083021546695,229.49856529069194,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0001.png,morobot-s_Achse-2A_gray,-54.5474562303676,26.978017194091958,257.5070006432253,0.8428623603006398,0.5240067190298558,0.06466426863734374,0.10401217410283016
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0002.png,morobot-s_Achse-1A_gray,85.50199146417265,20.916457708367254,223.52925598998343,0.7897835675962407,-0.5926566597575315,-0.09490101676726323,0.12646658458478127
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0002.png,morobot-s_Linearachse_yellow,45.77955968185739,16.498661875752994,145.9563544181026,0.7897835675962407,-0.5926566597575315,-0.09490101676726323,0.12646658458478127
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0002.png,morobot-s_Zahnrad_yellow,16.10426729354372,8.057313865413583,57.05581579801379,0.7897835675962407,-0.5926566597575316,-0.09490101676726326,0.12646658458478133
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0002.png,morobot-s_Achse-1A_yellow,85.50199146417265,20.916457708367254,223.52925598998343,0.7897835675962407,-0.5926566597575315,-0.09490101676726323,0.12646658458478127
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0002.png,morobot-s_Achse-1B_yellow,86.43195655180182,21.590205298217843,224.79655426572396,0.7897835675962407,-0.5926566597575315,-0.09490101676726323,0.12646658458478127
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0002.png,morobot-s_Achse-2A_gray,78.09282604227312,21.78020659538983,252.38394796884197,0.7897835675962407,-0.5926566597575315,-0.09490101676726323,0.12646658458478127
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0003.png,morobot-s_Achse-1A_gray,-29.685001164372387,-73.32454219623996,218.83382250718648,0.2648089587231775,0.9459789719544227,0.1801572932155525,0.05043163393392549
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0003.png,morobot-s_Linearachse_yellow,-29.5968419364992,-45.171039673211794,142.8837429027302,0.2648089587231774,0.9459789719544227,0.1801572932155525,0.05043163393392549
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0003.png,morobot-s_Zahnrad_yellow,-13.63368436973533,-16.272987984725923,55.843590608665856,0.2648089587231774,0.9459789719544227,0.18015729321555246,0.05043163393392548
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0003.png,morobot-s_Achse-1A_yellow,-29.685001164372387,-73.32454219623996,218.83382250718648,0.2648089587231775,0.9459789719544227,0.1801572932155525,0.05043163393392549
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0003.png,morobot-s_Achse-1B_yellow,-28.916394405925445,-72.78281099068815,220.09454324075594,0.26480895872317733,0.9459789719544227,0.1801572932155525,0.05043163393392548
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0003.png,morobot-s_Achse-2A_gray,-47.584394772775056,-81.04344288590717,247.26089529445863,0.26480895872317733,0.9459789719544227,0.18015729321555246,0.05043163393392548
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0004.png,morobot-s_Achse-1A_gray,-3.8152793832125393,95.90626183174875,214.13838902438957,0.9725644911343132,0.09548984545308732,0.020728208169945594,0.21111689033818062
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0004.png,morobot-s_Linearachse_yellow,-12.668137625066198,65.57070954274914,139.81113138735788,0.9725644911343132,0.09548984545308734,0.020728208169945594,0.21111689033818062
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0004.png,morobot-s_Zahnrad_yellow,-6.954870049515272,27.417513479716604,54.63136541931792,0.9725644911343132,0.09548984545308734,0.020728208169945597,0.21111689033818062
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0004.png,morobot-s_Achse-1A_yellow,-3.8152793832125393,95.90626183174875,214.13838902438957,0.9725644911343132,0.09548984545308732,0.020728208169945594,0.21111689033818062
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0004.png,morobot-s_Achse-2A_gray,-19.35868401740125,103.59942903210698,242.1378426200753,0.9725644911343132,0.09548984545308734,0.020728208169945597,0.21111689033818068
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0004.png,morobot-s_Achse-1B_yellow,-3.0104333325698356,96.68505799716263,215.39253221578798,0.9725644911343132,0.09548984545308736,0.020728208169945597,0.21111689033818062
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0005.png,morobot-s_Achse-1A_gray,101.39622312755775,-62.93526353520652,209.44295554159262,-0.4391153352676192,0.8672818009925071,0.20923082802261972,-0.10593611567812432
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0005.png,morobot-s_Linearachse_yellow,56.1804735518634,-38.37247307286274,136.7385198719855,-0.4391153352676191,0.867281800992507,0.2092308280226196,-0.10593611567812428
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0005.png,morobot-s_Zahnrad_yellow,20.207698437500618,-13.5907765684207,53.41914022996998,-0.4391153352676192,0.8672818009925071,0.20923082802261972,-0.10593611567812433
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0005.png,morobot-s_Achse-1A_yellow,101.39622312755775,-62.93526353520652,209.44295554159262,-0.4391153352676192,0.8672818009925071,0.20923082802261972,-0.10593611567812432
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0005.png,morobot-s_Achse-2A_gray,95.43456591117008,-69.70799919911542,237.01478994569197,-0.4391153352676192,0.8672818009925071,0.20923082802261972,-0.10593611567812433
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0005.png,morobot-s_Achse-1B_yellow,102.34845346064834,-62.37897863215902,210.69052119082,-0.4391153352676192,0.8672818009925071,0.20923082802261972,-0.10593611567812433
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0006.png,morobot-s_Achse-1A_gray,-99.96137018745014,-12.073728446007474,204.74752205879565,0.6457662765232741,0.7197123842933829,0.18976226203563099,0.17026533383845496
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0006.png,morobot-s_Linearachse_yellow,-75.58449813693223,-5.089552768026675,133.6659083566131,0.6457662765232741,0.7197123842933829,0.18976226203563099,0.17026533383845496
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0006.png,morobot-s_Zahnrad_yellow,-31.777011297442137,-0.45979851710253206,52.20691504062204,0.6457662765232741,0.719712384293383,0.18976226203563099,0.17026533383845496
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0006.png,morobot-s_Achse-1A_yellow,-99.96137018745014,-12.073728446007474,204.74752205879565,0.6457662765232741,0.7197123842933829,0.18976226203563099,0.17026533383845496
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0006.png,morobot-s_Achse-2A_gray,-124.26092348704603,-14.21443841998345,231.8917372713086,0.6457662765232741,0.7197123842933829,0.18976226203563099,0.17026533383845496
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0006.png,morobot-s_Achse-1B_yellow,-99.29120924504359,-11.446194766215696,205.988510165852,0.6457662765232741,0.7197123842933829,0.18976226203563099,0.17026533383845496
val/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0007.png,morobot-s_Achse-1A_gray,96.75442016025872,93.32660879255846,200.0520885759987,0.8999532264279857,-0.3392406081851919,-0.09659788072287467,0.2562593402002145
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0007.png,morobot-s_Linearachse_yellow,53.14295693030604,63.88262863117376,130.59329684124071,0.8999532264279857,-0.33924060818519175,-0.09659788072287463,0.25625934020021446
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0007.png,morobot-s_Zahnrad_yellow,19.00931909689966,26.75152163778305,50.99468985127411,0.8999532264279857,-0.3392406081851919,-0.09659788072287467,0.2562593402002145
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0007.png,morobot-s_Achse-1A_yellow,96.75442016025872,93.32660879255846,200.0520885759987,0.8999532264279857,-0.3392406081851919,-0.09659788072287467,0.2562593402002145
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0007.png,morobot-s_Achse-1B_yellow,97.7001480788483,94.10179128168153,201.28649914088402,0.8999532264279856,-0.3392406081851919,-0.09659788072287466,0.2562593402002145
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0007.png,morobot-s_Achse-2A_gray,90.37002795259664,100.78484365893019,226.76868459692528,0.8999532264279857,-0.3392406081851919,-0.09659788072287465,0.2562593402002145
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0008.png,morobot-s_Achse-1A_gray,17.822058272651308,-130.49233179656775,195.35665509320177,-0.009883344614264105,0.9565052637070199,0.2915320322968307,-0.003012332133039786
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0008.png,morobot-s_Linearachse_yellow,1.4909667658249963,-82.58066527602621,127.52068532586833,-0.009883344614264109,0.9565052637070199,0.2915320322968306,-0.0030123321330397866
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0008.png,morobot-s_Zahnrad_yellow,-1.3687349603987058,-31.032058649183533,49.78246466192617,-0.009883344614264109,0.9565052637070199,0.2915320322968306,-0.0030123321330397866
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0008.png,morobot-s_Achse-1A_yellow,17.822058272651308,-130.49233179656775,195.35665509320177,-0.009883344614264105,0.9565052637070199,0.2915320322968307,-0.003012332133039786
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0008.png,morobot-s_Achse-2A_gray,4.249193924121377,-143.41757691923323,221.64563192254192,-0.009883344614264107,0.9565052637070199,0.2915320322968306,-0.003012332133039786
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0008.png,morobot-s_Achse-1B_yellow,18.657214730506055,-130.03068340941795,196.584488115916,-0.009883344614264116,0.9565052637070199,0.29153203229683067,-0.003012332133039789
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0009.png,morobot-s_Achse-1A_gray,-79.96116419771182,100.00222580238913,190.66122161040485,0.8830471331221476,0.35387534625169376,0.11465363291886456,0.2861023321444728
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0009.png,morobot-s_Linearachse_yellow,-62.4967047608702,68.25103844291351,124.44807381049596,0.8830471331221476,0.35387534625169376,0.11465363291886456,0.2861023321444728
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0009.png,morobot-s_Zahnrad_yellow,-26.61353627820572,28.47497297053112,48.57023947257824,0.8830471331221476,0.35387534625169376,0.11465363291886456,0.2861023321444728
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0009.png,morobot-s_Achse-1A_yellow,-79.96116419771182,100.00222580238913,190.66122161040485,0.8830471331221476,0.35387534625169376,0.11465363291886456,0.2861023321444728
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0009.png,morobot-s_Achse-2A_gray,-102.43927290689284,108.06841773162692,216.52257924815862,0.8830471331221476,0.35387534625169376,0.11465363291886456,0.2861023321444728
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0009.png,morobot-s_Achse-1B_yellow,-79.2629862045241,100.78675975023498,191.88247709094804,0.8830471331221476,0.35387534625169376,0.11465363291886455,0.2861023321444728
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0010.png,morobot-s_Achse-1A_gray,158.73464971114493,-9.191734611204152,185.9657881276079,-0.646217280369933,0.6909437216961217,0.2366605158512932,-0.22134091406018855
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0010.png,morobot-s_Linearachse_yellow,93.70176108357795,-3.20362520106345,121.37546229512358,-0.646217280369933,0.6909437216961217,0.23666051585129325,-0.22134091406018858
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0010.png,morobot-s_Zahnrad_yellow,35.010822638250296,0.2842489781700426,47.3580142832303,-0.646217280369933,0.6909437216961217,0.23666051585129325,-0.22134091406018858
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0010.png,morobot-s_Achse-1A_yellow,158.73464971114493,-9.191734611204152,185.9657881276079,-0.646217280369933,0.6909437216961217,0.2366605158512932,-0.22134091406018855
val/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0010.png,morobot-s_Achse-2A_gray,157.99487705820428,-11.069977684453962,211.39952657377526,-0.646217280369933,0.6909437216961217,0.23666051585129325,-0.22134091406018858
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0010.png,morobot-s_Achse-1B_yellow,159.7672018974269,-8.560163724612497,187.18046606598006,-0.646217280369933,0.6909437216961217,0.23666051585129325,-0.22134091406018858
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0011.png,morobot-s_Achse-1A_gray,-101.85222004826835,-93.15105736811576,181.27035464481096,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.1468990314174406
val/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0011.png,morobot-s_Linearachse_yellow,-76.82183800714364,-58.14517274314145,118.3028507797512,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.14689903141744062
val/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0011.png,morobot-s_Zahnrad_yellow,-32.26517407068912,-21.39162105585621,46.145789093882364,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.1468990314174406
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0011.png,morobot-s_Achse-1A_yellow,-101.85222004826835,-93.15105736811576,181.27035464481096,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.1468990314174406
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0011.png,morobot-s_Achse-2A_gray,-126.32397548678426,-102.67558440108763,206.27647389939193,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.1468990314174406
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0011.png,morobot-s_Achse-1B_yellow,-101.18470788040928,-92.63709990062787,182.47845504101207,0.4075131687045138,0.8478991787544121,0.3056479585546381,0.1468990314174406
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0012.png,morobot-s_Achse-1A_gray,38.99895864353839,153.8660827515703,176.57492116201402,0.9326279043145728,-0.07214701722045203,-0.027269009342915793,0.3525002143679575
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0012.png,morobot-s_Linearachse_yellow,15.34876885755473,103.49862692026944,115.23023926437881,0.9326279043145728,-0.07214701722045203,-0.027269009342915793,0.3525002143679575
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0012.png,morobot-s_Zahnrad_yellow,4.098528532089184,42.3810637347723,44.933563904534424,0.9326279043145728,-0.07214701722045203,-0.027269009342915793,0.3525002143679575
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0012.png,morobot-s_Achse-1A_yellow,38.99895864353839,153.8660827515703,176.57492116201402,0.9326279043145728,-0.07214701722045203,-0.027269009342915793,0.3525002143679575
train/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0012.png,morobot-s_Achse-1B_yellow,39.86378051050858,154.7260712430438,177.77644401604408,0.9326279043145728,-0.07214701722045203,-0.027269009342915793,0.3525002143679575
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0012.png,morobot-s_Achse-2A_gray,27.35470196245437,166.83772570012786,201.15342122500857,0.9326279043145728,-0.07214701722045201,-0.027269009342915793,0.35250021436795753
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0013.png,morobot-s_Achse-1A_gray,104.01553105164935,-133.14874796314214,171.87948767921708,-0.2691661720927033,0.8902525326001389,0.3516997408837861,-0.1063357525119267
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0013.png,morobot-s_Linearachse_yellow,57.894503943169454,-84.31897866773801,112.15762774900642,-0.26916617209270327,0.8902525326001389,0.3516997408837861,-0.10633575251192667
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0013.png,morobot-s_Zahnrad_yellow,20.883928024369588,-31.717868511533965,43.721338715186484,-0.26916617209270344,0.8902525326001389,0.3516997408837861,-0.10633575251192674
val/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0013.png,morobot-s_Achse-1A_yellow,104.01553105164935,-133.14874796314214,171.87948767921708,-0.2691661720927033,0.8902525326001389,0.3516997408837861,-0.1063357525119267
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0013.png,morobot-s_Achse-2A_gray,98.29241759083176,-146.31591633694717,196.0303685506252,-0.2691661720927033,0.8902525326001389,0.3516997408837861,-0.1063357525119267
val/morobot-s_Achse-1B_yellow/morobot-s_Achse-1B_yellow_view_0013.png,morobot-s_Achse-1B_yellow,104.97143061110482,-132.69082078499756,173.0744329910761,-0.2691661720927033,0.8902525326001389,0.3516997408837861,-0.1063357525119267
train/morobot-s_Achse-1A_gray/morobot-s_Achse-1A_gray_view_0014.png,morobot-s_Achse-1A_gray,-145.39490998522675,40.03801649576865,167.18405419642013,0.7279604603575532,0.5701522324397398,0.23479658331251607,0.29978419648935584
train/morobot-s_Linearachse_yellow/morobot-s_Linearachse_yellow_view_0014.png,morobot-s_Linearachse_yellow,-105.31543098439792,29.011483521996787,109.08501623363404,0.7279604603575532,0.5701522324397398,0.23479658331251607,0.29978419648935584
train/morobot-s_Achse-2A_gray/morobot-s_Achse-2A_gray_view_0014.png,morobot-s_Achse-2A_gray,-173.8321544331298,42.643190437687274,190.90731587624188,0.7279604603575532,0.5701522324397398,0.23479658331251607,0.29978419648935584
train/morobot-s_Zahnrad_yellow/morobot-s_Zahnrad_yellow_view_0014.png,morobot-s_Zahnrad_yellow,-43.50663787737182,12.993947576999652,42.50911352583855,0.7279604603575532,0.5701522324397398,0.23479658331251607,0.29978419648935584
train/morobot-s_Achse-1A_yellow/morobot-s_Achse-1A_yellow_view_0014.png,morobot-s_Achse-1A_yellow,-145.39490998522675,40.03801649576865,167.18405419642013,0.7279604603575532,0.5701522324397398,0.23479658331251607,0.29978419648935584
